;rxcui;drug_name;clean_name;rxcui_x;variable;rxcui_y;name;atc
35810;49326.0;Duofilm paint (GlaxoSmithKline UK Ltd);Duofilm Paint Glaxosmithkline Uk Ltd;49326.0;IN;9525.0;salicylic acid;['D01AE12', 'S01BC08']
35813;240707.0;ETHINYLOESTRAD.30MCG TAB;Ethinyloestrad.30Mcg Tab;240707.0;IN;22656.0;desogestrel;['G03AC09']
35813;240707.0;ETHINYLOESTRAD.30MCG TAB;Ethinyloestrad.30Mcg Tab;240707.0;MIN;324044.0;desogestrel / ethinyl estradiol;['G03AA09', 'G03AB05']
35820;202866.0;Flagyl  Tablets  200 mg;Flagyl Tablets 200 Mg;202866.0;IN;6922.0;metronidazole;['A01AB17', 'D06BX01', 'G01AF01', 'J01XD01', 'P01AB01']
35821;581662.0;Multiclix lancets 0.3mm/30gauge (Roche Diagnostics Ltd);Multiclix Lancets 0.3Mm 30Gauge Roche Diagnostics Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
35826;201882.0;Macrodantin 50mg capsules (Mercury Pharma Group Ltd);Macrodantin 50Mg Capsules Mercury Pharma Group Ltd;201882.0;IN;7454.0;nitrofurantoin;['J01XE01']
35838;847241.0;Novorapid Penfill Cartridges (3 Ml) 100 units/ml;Novorapid Penfill Cartridges 3 Ml 100 Units Ml;847241.0;IN;139825.0;insulin detemir;['A10AE05']
35847;309916.0;Cavilon No Sting barrier film wipes 3344E (3M Health Care...;Cavilon No Sting Barrier Film Wipes 3344E 3M Health Care...;309916.0;IN;324072.0;dimethicone;['P03AX05']
35855;861808.0;Avandamet 2mg/500mg tablets (GlaxoSmithKline UK Ltd);Avandamet 2Mg 500Mg Tablets Glaxosmithkline Uk Ltd;861808.0;IN;6809.0;metformin;['A10BA02']
35855;861808.0;Avandamet 2mg/500mg tablets (GlaxoSmithKline UK Ltd);Avandamet 2Mg 500Mg Tablets Glaxosmithkline Uk Ltd;861808.0;MIN;614348.0;metformin / rosiglitazone;['A10BD03']
35861;581662.0;Isotard 40XL tablets (Kyowa Kirin Ltd);Isotard 40Xl Tablets Kyowa Kirin Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
35862;1311202.0;Brava adhesive remover spray 12010 (Coloplast Ltd);Brava Adhesive Remover Spray 12010 Coloplast Ltd;1311202.0;IN;9525.0;salicylic acid;['D01AE12', 'S01BC08']
35881;215568.0;Breeze 2 testing discs (Bayer Plc);Breeze 2 Testing Discs Bayer Plc;215568.0;IN;1191.0;aspirin;['A01AD05', 'B01AC06', 'N02BA01']
35889;8096.0;Dalacin 2% cream (Pfizer Ltd);Dalacin 2% Cream Pfizer Ltd;8096.0;IN;7980.0;penicillin G;['J01CE01', 'S01AA14']
35890;152056.0;ASASANTIN mr cap 200mg + 25mg;Asasantin Mr Cap 200Mg + 25Mg;152056.0;IN;6980.0;minocycline;['A01AB23', 'D10AF07', 'J01AA08']
35891;1086947.0;HydroSil gripper catheter male 16Ch 73616 (Rochester Medical Ltd);Hydrosil Gripper Catheter Male 16Ch 73616 Rochester Medical Ltd;1086947.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
35894;208813.0;Tobradex 3mg/ml / 1mg/ml suspension eye drops (Alcon Labo...;Tobradex 3Mg Ml 1Mg Ml Suspension Eye Drops Alcon Labo...;208813.0;IN;10627.0;tobramycin;['J01GB01', 'S01AA12']
35926;308192.0;AMOXYCILLIN FIZTAB TAB 500;Amoxycillin Fiztab Tab 500;308192.0;IN;723.0;amoxicillin;['J01CA04']
35937;152000.0;GALPSEUD PLUS LINCTU;Galpseud Plus Linctu;152000.0;IN;612.0;aluminum hydroxide;['A02AB01']
35951;215568.0;Cystopurin 3g granules sachets (Bayer Plc);Cystopurin 3G Granules Sachets Bayer Plc;215568.0;IN;1191.0;aspirin;['A01AD05', 'B01AC06', 'N02BA01']
35958;1927366.0;APROVEL tabs 150mg;Aprovel Tabs 150Mg;1927366.0;IN;4124.0;ethinyl estradiol;['G03CA01', 'L02AA03']
35958;1927366.0;APROVEL tabs 150mg;Aprovel Tabs 150Mg;1927366.0;MIN;384410.0;ethinyl estradiol / norethindrone;['G03AA05', 'G03AB04']
35959;272.0;Carbo-Dome 10% cream (Sandoz Ltd);Carbo-Dome 10% Cream Sandoz Ltd;272.0;IN;272.0;activated charcoal;['A07BA01']
35966;332892.0;CHLORMETHIAZOLE EDIS CAP 192;Chlormethiazole Edis Cap 192;332892.0;IN;2372.0;chlormethiazole;['N05CM02']
35974;199834.0;Dermacolor camouflage Cream 75001 (C H Fox Ltd);Dermacolor Camouflage Cream 75001 C H Fox Ltd;199834.0;IN;1151.0;ascorbic acid;['A11GA01', 'G01AD03', 'S01XA15']
35981;1190919.0;Avaxim  Vaccine  160 units/0.5 ml pre-filled syringe;Avaxim Vaccine 160 Units 0.5 Ml Pre-Filled Syringe;1190919.0;IN;798304.0;diphtheria toxoid vaccine, inactivated;['J07AF', 'J07AF01']
35986;33746.0;Adipine MR 10 tablets (Chiesi Ltd);Adipine Mr 10 Tablets Chiesi Ltd;33746.0;IN;8340.0;piperazine;['P02CB01']
35994;581662.0;ScarSil gel (Jobskin Ltd);Scarsil Gel Jobskin Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
35995;866421.0;Tradorec XL 200mg tablets (Paladin Labs Europe Ltd);Tradorec Xl 200Mg Tablets Paladin Labs Europe Ltd;866421.0;IN;6918.0;metoprolol;['C07AB02']
36005;10865.0;TRI-ADCORTYL 15g crm;Tri-Adcortyl 15G Crm;10865.0;IN;10865.0;tromethamine;['B05BB03', 'B05XX02']
36025;220187.0;NATURCARE 1100 deodorant spray;Naturcare 1100 Deodorant Spray;220187.0;IN;27334.0;hypromellose;['S01KA02']
36026;220347.0;EarCalm 2% spray (Teva UK Ltd);Earcalm 2% Spray Teva Uk Ltd;220347.0;IN;4179.0;etoposide;['L01CB01']
36027;353067.0;UVISTAT ULTRABLOCK crm SPF 30;Uvistat Ultrablock Crm Spf 30;353067.0;IN;8120.0;phenazopyridine;['G04BX06']
36030;995019.0;NITROLINGUAL SPRAY 400mcg;Nitrolingual Spray 400Mcg;995019.0;IN;4917.0;nitroglycerin;['C01DA02', 'C05AE01']
36033;19729.0;Brolene 0.15% eye ointment (Sanofi);Brolene 0.15% Eye Ointment Sanofi;19729.0;IN;19729.0;idrocilamide;['M02AX05']
36041;313415.0;SOFRAMYCIN eye drp 0.5%;Soframycin Eye Drp 0.5%;313415.0;IN;10627.0;tobramycin;['J01GB01', 'S01AA12']
36042;1151.0;Mini-Wright peak flow meter mouthpiece adaptor [C CLARKE];Mini-Wright Peak Flow Meter Mouthpiece Adaptor C Clarke;1151.0;IN;1151.0;ascorbic acid;['A11GA01', 'G01AD03', 'S01XA15']
36053;310536.0;MICRONOR HRT TAB 1mg;Micronor Hrt Tab 1Mg;310536.0;IN;4815.0;glyburide;['A10BB01']
36057;830847.0;ADIZEM-SR CAP 180mg;Adizem-Sr Cap 180Mg;830847.0;IN;3443.0;diltiazem;['C05AE03', 'C08DB01']
36062;226084.0;BECLAZONE 250 INH 250mcg;Beclazone 250 Inh 250Mcg;226084.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
36063;2370236.0;Calshake pwdr [FRESENIUS];Calshake Pwdr Fresenius;2370236.0;IN;8782.0;propofol;['N01AX10']
36074;1797916.0;BECONASE aqueous nasal spray 50mcg/act [200 dose nasal spray;Beconase Aqueous Nasal Spray 50Mcg Act 200 Dose Nasal Spray;1797916.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
36076;847232.0;LANTUS OPTICLIK inj soln 100 units/ml;Lantus Opticlik Inj Soln 100 Units Ml;847232.0;IN;274783.0;insulin glargine;['A10AE04']
36079;2037.0;Co-Triamterzide 50/25  Tablets;Co-Triamterzide 50 25 Tablets;2037.0;IN;2037.0;carbon monoxide;['V04CX08']
36086;200010.0;NERISONE OILY CRE 0.1%;Nerisone Oily Cre 0.1%;200010.0;IN;324072.0;dimethicone;['P03AX05']
36096;389221.0;IMPLANON implant 68mg;Implanon Implant 68Mg;389221.0;IN;14584.0;etonogestrel;['G03AC08']
36101;1653196.0;Mixtard 30 Penfill 100units/ml suspension for injection 3ml cartridges (Novo Nordisk Ltd);Mixtard 30 Penfill 100Units Ml Suspension For Injection 3Ml Cartridges Novo Nordisk Ltd;1653196.0;IN;51428.0;insulin aspart, human;['A10AB05', 'A10AD05']
36103;235961.0;MYDRILATE EYE DRO 1;Mydrilate Eye Dro 1;235961.0;IN;235961.0;fedrilate;['R05DB14']
36113;2023.0;VOLMAX 8mg tabs s/r;Volmax 8Mg Tabs S R;2023.0;IN;2023.0;carbocysteine;['R05CB03']
36114;198030.0;NiQuitin Clear 21mg patches (Waymade Healthcare Plc);Niquitin Clear 21Mg Patches Waymade Healthcare Plc;198030.0;IN;7407.0;nicotine;['N07BA01']
36117;94474.0;URO-TAINER SUBY-G sterile soln;Uro-Tainer Suby-G Sterile Soln;94474.0;IN;6582.0;magnesium oxide;['A02AA02', 'A06AD02', 'A12CC10']
36119;309113.0;CEPHALEXIN susp 250mg/5ml;Cephalexin Susp 250Mg 5Ml;309113.0;IN;2231.0;cephalexin;['J01DB01']
36128;153638.0;Seroquel 25mg tablets (AstraZeneca UK Ltd);Seroquel 25Mg Tablets Astrazeneca Uk Ltd;153638.0;IN;51272.0;quetiapine;['N05AH04']
36131;746962.0;Combigan eye drops (Allergan Ltd);Combigan Eye Drops Allergan Ltd;746962.0;IN;10600.0;timolol;['C07AA06', 'S01ED01']
36139;1926219.0;Benadryl Allergy Relief 8mg capsules (McNeil Products Ltd);Benadryl Allergy Relief 8Mg Capsules Mcneil Products Ltd;1926219.0;IN;3498.0;diphenhydramine;['D04AA32', 'R06AA02']
36150;2179635.0;ZAMADOL inj 100mg/2ml;Zamadol Inj 100Mg 2Ml;2179635.0;IN;10689.0;tramadol;['N02AX02']
36154;8410.0;Spacer/Holding Chamber Device paed + mask Type 2;Spacer Holding Chamber Device Paed + Mask Type 2;8410.0;IN;8410.0;alteplase;['B01AD02', 'S01XA13']
36155;151414.0;BECOTIDE 200 inh 200mcg/actuation;Becotide 200 Inh 200Mcg Actuation;151414.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
36157;198504.0;Inguinal spring truss single;Inguinal Spring Truss Single;198504.0;IN;1588.0;biotin;['A11HA05']
36177;151177.0;NITROLINGUAL;Nitrolingual;151177.0;IN;4917.0;nitroglycerin;['C01DA02', 'C05AE01']
36180;1442117.0;PARVOLEX inj 200mg/ml;Parvolex Inj 200Mg Ml;1442117.0;IN;3355.0;diclofenac;['D11AX18', 'M01AB05', 'M02AA15', 'S01BC03']
36182;891522.0;LEDERFEN caps 300mg;Lederfen Caps 300Mg;891522.0;IN;10454.0;thiamine;['A11DA01']
36184;1946525.0;FEMATRIX 80 patch 80mcg/24 hours (2.5mg/unit);Fematrix 80 Patch 80Mcg 24 Hours 2.5Mg Unit;1946525.0;IN;10689.0;tramadol;['N02AX02']
36189;1092591.0;Dropodex 0.1% eye drops 0.4ml unit dose (Rayner Pharmaceu...;Dropodex 0.1% Eye Drops 0.4Ml Unit Dose Rayner Pharmaceu...;1092591.0;IN;20877.0;chloroxylenol;['D08AE05']
36190;795735.0;UNIPHYLLIN CONTINUS PR tab 400mg;Uniphyllin Continus Pr Tab 400Mg;795735.0;IN;591622.0;varenicline;['N07BA03', 'S01XA28']
36192;1442117.0;PARVOLEX conc soln inf 200mg/ml;Parvolex Conc Soln Inf 200Mg Ml;1442117.0;IN;3355.0;diclofenac;['D11AX18', 'M01AB05', 'M02AA15', 'S01BC03']
36200;199362.0;Stexerol-D3 25,000unit tablets (Kyowa Kirin Ltd);Stexerol-D3 25 000Unit Tablets Kyowa Kirin Ltd;199362.0;IN;2418.0;cholecalciferol;['A11CC05']
36220;1049504.0;OXYCONTIN tabs 10mg;Oxycontin Tabs 10Mg;1049504.0;IN;7804.0;oxycodone;['N02AA05']
36222;310933.0;HYPROMELLOSE BPC 1973 PRESERVATIVE FREE eye drp 0.3%;Hypromellose Bpc 1973 Preservative Free Eye Drp 0.3%;310933.0;IN;27334.0;hypromellose;['S01KA02']
36232;978013.0;Imodium Plus Comfort caplets (McNeil Products Ltd);Imodium Plus Comfort Caplets Mcneil Products Ltd;978013.0;IN;6468.0;loperamide;['A07DA03']
36240;202844.0;Phyllocontin Forte Continus 350mg tablets (Napp Pharmaceuticals Ltd);Phyllocontin Forte Continus 350Mg Tablets Napp Pharmaceuticals Ltd;202844.0;IN;8638.0;prednisolone;['A01AC04', 'A07EA01', 'C05AA04', 'D07AA03', 'D07XA02', 'H02AB06', 'R01AD02', 'S01BA04', 'S01CB02', 'S02BA03', 'S03BA02']
36247;1150838.0;BETAGAN pres free eye drops 0.5%;Betagan Pres Free Eye Drops 0.5%;1150838.0;IN;1813.0;levobunolol;['S01ED03']
36250;5486.0;BENZHEXOL HYDROCHLOR TAB 5;Benzhexol Hydrochlor Tab 5;5486.0;IN;5486.0;hydrochloric acid;['A09AB03', 'B05XA13']
36251;1150838.0;Betagan Unit Dose 0.5% eye drops 0.4ml unit dose (Allerga...;Betagan Unit Dose 0.5% Eye Drops 0.4Ml Unit Dose Allerga...;1150838.0;IN;1813.0;levobunolol;['S01ED03']
36257;202844.0;Phyllocontin Forte Continus 350mg tablets (Napp Pharmaceu...;Phyllocontin Forte Continus 350Mg Tablets Napp Pharmaceu...;202844.0;IN;8638.0;prednisolone;['A01AC04', 'A07EA01', 'C05AA04', 'D07AA03', 'D07XA02', 'H02AB06', 'R01AD02', 'S01BA04', 'S01CB02', 'S02BA03', 'S03BA02']
36260;153592.0;AMARYL tabs 3mg;Amaryl Tabs 3Mg;153592.0;IN;25789.0;glimepiride;['A10BB12']
36267;151390.0;ATROVENT NEBULISER SOLUTION (1ML VIAL) INH 250mcg/ml;Atrovent Nebuliser Solution 1Ml Vial Inh 250Mcg Ml;151390.0;PIN;203212.0;ipratropium bromide;['R01AX03', 'R03BB01']
36270;151414.0;BECOTIDE 100 inh 100 MCG/ACTUATION;Becotide 100 Inh 100 Mcg Actuation;151414.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
36277;1193085.0;Nov 1 Easifol symmetrica opaq ileob 15-60mm [DANSAC] 823-15;Nov 1 Easifol Symmetrica Opaq Ileob 15-60Mm Dansac 823-15;1193085.0;IN;2354.0;chlorcyclizine;['R06AE04']
36286;1297960.0;Epaderm emollient -;Epaderm Emollient -;1297960.0;IN;6135.0;ketoconazole;['D01AC08', 'G01AF11', 'H02CA03', 'J02AB02']
36290;151390.0;Atrovent udv 0.25mg/ml Nebuliser liquid (Boehringer Ingelheim Ltd);Atrovent Udv 0.25Mg Ml Nebuliser Liquid Boehringer Ingelheim Ltd;151390.0;PIN;203212.0;ipratropium bromide;['R01AX03', 'R03BB01']
36294;152056.0;VENAXX XL mr cap 150mg;Venaxx Xl Mr Cap 150Mg;152056.0;IN;6980.0;minocycline;['A01AB23', 'D10AF07', 'J01AA08']
36299;979487.0;Cozaar 25mg tablets (Merck Sharp & Dohme Ltd);Cozaar 25Mg Tablets Merck Sharp & Dohme Ltd;979487.0;IN;52175.0;losartan;['C09CA01']
36301;806392.0;No-Roma deodorant [SALTS];No-Roma Deodorant Salts;806392.0;IN;1901.0;calcium chloride;['A12AA07', 'B05XA07', 'G04BA03']
36313;36345.0;Selenium sulphide 2.5% shampoo;Selenium Sulphide 2.5% Shampoo;36345.0;IN;36345.0;selenium sulfide;['D01AE13']
36315;1150838.0;BETAGAN PRESERVATIVE FREE eye drp 0.5%;Betagan Preservative Free Eye Drp 0.5%;1150838.0;IN;1813.0;levobunolol;['S01ED03']
36322;8096.0;Champix 0.5mg tablets (Pfizer Ltd);Champix 0.5Mg Tablets Pfizer Ltd;8096.0;IN;7980.0;penicillin G;['J01CE01', 'S01AA14']
36339;199462.0;Dothiepin Hydrochloride Tablets 75mg;Dothiepin Hydrochloride Tablets 75Mg;199462.0;IN;3634.0;dothiepin;['N06AA16']
36346;152403.0;TAMBOCOR tabs 100mg;Tambocor Tabs 100Mg;152403.0;IN;4441.0;flecainide;['C01BC04']
36357;4018.0;CALCIFEROL tabs 1.25mg (50000 units);Calciferol Tabs 1.25Mg 50000 Units;4018.0;IN;4018.0;ergocalciferol;['A11CC01']
36360;105929.0;FELDENE 10mg caps;Feldene 10Mg Caps;105929.0;IN;8356.0;piroxicam;['M01AC01', 'M02AA07', 'S01BC06']
36364;1359350.0;Multi-Action Actifed 60mg/2.5mg tablets (McNeil Products ...;Multi-Action Actifed 60Mg 2.5Mg Tablets Mcneil Products ...;1359350.0;IN;1291.0;bacitracin;['D06AX05', 'J01XX10', 'R02AB04']
36367;202886.0;DEPO-PROVERA 150MG/ML PFS INJ;Depo-Provera 150Mg Ml Pfs Inj;202886.0;IN;6691.0;medroxyprogesterone;['G03AC06', 'G03DA02', 'L02AB02']
36371;8134.0;PHENOBARBITONE TAB 60;Phenobarbitone Tab 60;8134.0;IN;8134.0;phenobarbital;['N03AA02']
36380;151363.0;ANUSOL PLUS HC SUP;Anusol Plus Hc Sup;151363.0;IN;5492.0;hydrocortisone;['A01AC03', 'A07EA02', 'C05AA01', 'D07AA02', 'D07XA01', 'H02AB09', 'S01BA02', 'S01CB03', 'S02BA01']
36391;2023.0;UNIVER S/R CAP 240mg;Univer S R Cap 240Mg;2023.0;IN;2023.0;carbocysteine;['R05CB03']
36399;900138.0;MINIMS ARTIFICIAL TEARS EYE DRO;Minims Artificial Tears Eye Dro;900138.0;IN;27334.0;hypromellose;['S01KA02']
36417;967944.0;PENNSAID topical soln 1.6%;Pennsaid Topical Soln 1.6%;967944.0;IN;3355.0;diclofenac;['D11AX18', 'M01AB05', 'M02AA15', 'S01BC03']
36421;35616.0;FERFOLIC SV TAB;Ferfolic Sv Tab;35616.0;IN;35616.0;rifamycin SV;['A07AA13', 'D06AX15', 'J04AB03', 'S01AA16', 'S02AA12']
36422;1167118.0;Gaviscon Liquid (Peppermint) N/A;Gaviscon Liquid Peppermint N A;1167118.0;IN;29155.0;magnesium carbonate;['A02AA01', 'A06AD01']
36422;1167118.0;Gaviscon Liquid (Peppermint) N/A;Gaviscon Liquid Peppermint N A;1167118.0;MIN;1029441.0;aluminum hydroxide / magnesium carbonate;['A02AD03']
36429;368457.0;Baycaron 25mg Tablet (Bayer Plc);Baycaron 25Mg Tablet Bayer Plc;368457.0;IN;1191.0;aspirin;['A01AD05', 'B01AC06', 'N02BA01']
36443;798304.0;INTANZA vaccine 15micrograms;Intanza Vaccine 15Micrograms;798304.0;IN;798304.0;diphtheria toxoid vaccine, inactivated;['J07AF', 'J07AF01']
36445;1250909.0;Else typ 3a ligh compressio banda 10cmx6m [SSL INT] layer 3;Else Typ 3A Ligh Compressio Banda 10Cmx6M Ssl Int Layer 3;1250909.0;IN;1191.0;aspirin;['A01AD05', 'B01AC06', 'N02BA01']
36447;1242404.0;Doxadura XL 4mg tablets (Discovery Pharmaceuticals);Doxadura Xl 4Mg Tablets Discovery Pharmaceuticals;1242404.0;IN;49276.0;doxazosin;['C02CA04']
36449;235600.0;Diphtheria adsorbed adult vaccination;Diphtheria Adsorbed Adult Vaccination;235600.0;IN;798304.0;diphtheria toxoid vaccine, inactivated;['J07AF', 'J07AF01']
36451;991291.0;Conveen Optima latex free self-sealing Urisheath shorter ...;Conveen Optima Latex Free Self-Sealing Urisheath Shorter ...;991291.0;IN;5933.0;iodine;['D08AG03']
36452;643139.0;Oilatum bath formula emollient -;Oilatum Bath Formula Emollient -;643139.0;IN;6536.0;lysine;['B05XB03']
36457;978757.0;Fragmin 10,000units/1ml solution for injection pre-filled...;Fragmin 10 000Units 1Ml Solution For Injection Pre-Filled...;978757.0;IN;67109.0;dalteparin;['B01AB04']
36469;795735.0;UNIPHYLLIN CONTINUS pro rel tab 200mg;Uniphyllin Continus Pro Rel Tab 200Mg;795735.0;IN;591622.0;varenicline;['N07BA03', 'S01XA28']
36473;198228.0;SULPHADIAZINE tabs 500mg;Sulphadiazine Tabs 500Mg;198228.0;IN;10171.0;sulfadiazine;['J01EC02']
36481;999622.0;Myocrisin 50mg/0.5ml solution for injection ampoules (San...;Myocrisin 50Mg 0.5Ml Solution For Injection Ampoules San...;999622.0;IN;110.0;oxyquinoline;['A01AB07', 'D08AH03', 'G01AC30', 'R02AA14']
36483;212443.0;BETNOVATE-0.1% 30ml scalp appl;Betnovate-0.1% 30Ml Scalp Appl;212443.0;IN;29365.0;calcipotriene;['D05AX02']
36488;545890.0;Conform 2 Flex Wear Adhesive fla 70 [HOLLISTER] 37600;Conform 2 Flex Wear Adhesive Fla 70 Hollister 37600;545890.0;IN;161.0;acetaminophen;['N02BE01']
36491;617318.0;Lipitor 20mg chewable tablets (Pfizer Ltd);Lipitor 20Mg Chewable Tablets Pfizer Ltd;617318.0;IN;83367.0;atorvastatin;['C10AA05']
36493;152056.0;MONOSORB XL mr tab 60mg;Monosorb Xl Mr Tab 60Mg;152056.0;IN;6980.0;minocycline;['A01AB23', 'D10AF07', 'J01AA08']
36494;991247.0;Monosorb XL 60 tablets (Dexcel-Pharma Ltd);Monosorb Xl 60 Tablets Dexcel-Pharma Ltd;991247.0;IN;8340.0;piperazine;['P02CB01']
36495;708076.0;Phorpain Maximum Strength 10% gel (AMCo);Phorpain Maximum Strength 10% Gel Amco;708076.0;IN;1399.0;benzocaine;['C05AD03', 'D04AB04', 'N01BA05', 'R02AD01']
36500;1299655.0;Jobst Elvarex Class 2 foot cap + toes [BSN MED] L2-02-02;Jobst Elvarex Class 2 Foot Cap + Toes Bsn Med L2-02-02;1299655.0;PIN;10989.0;undecylenic acid;['D01AE04']
36513;215568.0;Baylet Lancet sterile single use 0.5mm/25gauge (Bayer Diagnostics Manufacturing Ltd);Baylet Lancet Sterile Single Use 0.5Mm 25Gauge Bayer Diagnostics Manufacturing Ltd;215568.0;IN;1191.0;aspirin;['A01AD05', 'B01AC06', 'N02BA01']
36534;1651275.0;Spiolto Respimat 2.5micrograms/dose / 2.5micrograms/dose ...;Spiolto Respimat 2.5Micrograms Dose 2.5Micrograms Dose ...;1651275.0;IN;1546059.0;olodaterol;['R03AC19']
36547;207891.0;ACEPRIL 12.5mg tabs;Acepril 12.5Mg Tabs;207891.0;IN;35208.0;quinapril;['C09AA06']
36549;581662.0;Cicatrin powder (GlaxoSmithKline UK Ltd);Cicatrin Powder Glaxosmithkline Uk Ltd;581662.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
36551;352618.0;Femodene ed tablets;Femodene Ed Tablets;352618.0;IN;153970.0;hyoscyamine;['A03BA03']
36552;152000.0;POLYTAR PLUS liq.;Polytar Plus Liq.;152000.0;IN;612.0;aluminum hydroxide;['A02AB01']
36570;212446.0;ZITHROMAX CAP 250;Zithromax Cap 250;212446.0;IN;18631.0;azithromycin;['J01FA10', 'S01AA26']
36595;1292422.0;Inegy 10mg/20mg tablets (Merck Sharp & Dohme Ltd);Inegy 10Mg 20Mg Tablets Merck Sharp & Dohme Ltd;1292422.0;IN;1292422.0;varicella-zoster virus vaccine live (Oka-Merck) strain;['J07BK01']
36596;762660.0;CIALIS FC tab 2.5mg;Cialis Fc Tab 2.5Mg;762660.0;IN;358263.0;tadalafil;['G04BE08']
36598;203016.0;Plendil 2.5mg modified-release tablets (AstraZeneca UK Ltd);Plendil 2.5Mg Modified-Release Tablets Astrazeneca Uk Ltd;203016.0;IN;4316.0;felodipine;['C08CA02']
36616;749187.0;PYRIDOXINE TAB 10;Pyridoxine Tab 10;749187.0;IN;684879.0;pyridoxine;['A11HA02']
36621;1999003.0;SomaErect Response II vacuum pump [IMEDICARE] 15019;Somaerect Response Ii Vacuum Pump Imedicare 15019;1999003.0;IN;1999003.0;angiotensin II;['C01CX09']
36636;200010.0;CALMURID CRE 10;Calmurid Cre 10;200010.0;IN;324072.0;dimethicone;['P03AX05']
36640;727347.0;EPIPEN inj 150micrograms/0.3ml dose;Epipen Inj 150Micrograms 0.3Ml Dose;727347.0;IN;3992.0;epinephrine;['A01AD01', 'B02BC09', 'C01CA24', 'R01AA14', 'R03AA01', 'S01EA01']
36642;1436956.0;Mirvaso 3mg/g gel (Galderma (UK) Ltd);Mirvaso 3Mg G Gel Galderma Uk Ltd;1436956.0;IN;134615.0;brimonidine;['D11AX21', 'S01EA05', 'S01GA07']
36646;1801279.0;GAVISCON ADVANCE sugar free oral suspension 100;Gaviscon Advance Sugar Free Oral Suspension 100;1801279.0;IN;2447.0;cholestyramine resin;['C10AC01']
36651;217956.0;LAMISIL 250mg tablets x14;Lamisil 250Mg Tablets X14;217956.0;IN;37801.0;terbinafine;['D01AE15', 'D01BA02']
36653;108758.0;BACTROBAN-2% 15g oint;Bactroban-2% 15G Oint;108758.0;IN;42372.0;mupirocin;['D06AX09', 'R01AX06']
36656;1728800.0;MIN-I-JET 1:10,000 ADRENALINE INJ;Min-I-Jet 1:10 000 Adrenaline Inj;1728800.0;IN;7052.0;morphine;['N02AA01']
36663;860738.0;Ranexa 500mg modified-release tablets (A. Menarini Farmac...;Ranexa 500Mg Modified-Release Tablets A. Menarini Farmac...;860738.0;IN;35829.0;ranolazine;['C01EB18']
36678;247835.0;TwoCal liquid (Abbott Laboratories Ltd);Twocal Liquid Abbott Laboratories Ltd;247835.0;IN;448.0;ethanol;['D08AX08', 'V03AB16', 'V03AZ01']
36680;220187.0;NaturCare IPD deodorant sachets 1104 (Opus Healthcare);Naturcare Ipd Deodorant Sachets 1104 Opus Healthcare;220187.0;IN;27334.0;hypromellose;['S01KA02']
36681;747241.0;Combimate Supersoft 38mm 2 pc flange 13mm [PEAK] FSS3813;Combimate Supersoft 38Mm 2 Pc Flange 13Mm Peak Fss3813;747241.0;IN;1886.0;caffeine;['D11AX26', 'N06BC01']
36686;1011809.0;Combihesi Natu standa opaq 2 pie ileo 38mm [CONVATEC] S7270;Combihesi Natu Standa Opaq 2 Pie Ileo 38Mm Convatec S7270;1011809.0;IN;3992.0;epinephrine;['A01AD01', 'B02BC09', 'C01CA24', 'R01AA14', 'R03AA01', 'S01EA01']
36690;218118.0;Lustral 50mg tablets (Pfizer Ltd);Lustral 50Mg Tablets Pfizer Ltd;218118.0;IN;5509.0;hydroquinone;['D11AX11']
36697;1797933.0;FLIXONASE AQUEOUS NASAL SPRAY 50 MCG/SPRAY[150dose nasal spr;Flixonase Aqueous Nasal Spray 50 Mcg Spray 150Dose Nasal Spr;1797933.0;IN;41126.0;fluticasone;['D07AC17', 'R01AD08', 'R03BA05']
36707;1868847.0;ISPAGHULA HUSK GLUTEN-FREE sugar free powder 3.4g (orange);Ispaghula Husk Gluten-Free Sugar Free Powder 3.4G Orange;1868847.0;IN;6873.0;methylcellulose;['A06AC06']
36709;215673.0;Teoptic  Eye Drops  1 %;Teoptic Eye Drops 1 %;215673.0;IN;1520.0;betaxolol;['C07AB05', 'S01ED02']
36711;226084.0;SALAMOL EASI-BREATHE inhaler 100 mcg  - DELETED 10/97;Salamol Easi-Breathe Inhaler 100 Mcg - Deleted 10 97;226084.0;IN;1347.0;beclomethasone;['A07EA07', 'D07AC15', 'R01AD01', 'R03BA01']
36715;795735.0;DHC Continus 90mg tablets (Napp Pharmaceuticals Ltd);Dhc Continus 90Mg Tablets Napp Pharmaceuticals Ltd;795735.0;IN;591622.0;varenicline;['N07BA03', 'S01XA28']
