original_rxcui,variable,rxcui,name
171000,MIN,214349,calcium carbonate / sodium fluoride
310463,MIN,384410,ethinyl estradiol / norethindrone
705893,MIN,314705,lanolin / petrolatum
805378,MIN,1008933,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated"
1088925,MIN,1009143,ubidecarenone / vitamin E
750244,MIN,37075,ethinyl estradiol / norgestrel
1086848,MIN,1007752,thioctate / ubidecarenone / vitamin E
1243480,MIN,690204,acetic acid / oxyquinoline
8519,MIN,1007836,benzalkonium / polyethylenes
403850,MIN,404786,carbidopa / entacapone / levodopa
153233,MIN,644563,lauromacrogols / urea
724891,MIN,729455,amlodipine / valsartan
847254,MIN,816726,"insulin lispro / insulin lispro protamine, human"
1247402,MIN,214250,aspirin / caffeine
10205,MIN,1007978,amoxicillin / sulfinpyrazone
1425325,MIN,691188,camphor / menthol / methyl salicylate
9504,MIN,1008339,glucosamine / S-adenosylmethionine
798372,MIN,1007259,"mumps virus vaccine live, Jeryl Lynn strain / rubella virus vaccine live (Wistar RA 27-3 strain)"
724602,MIN,103990,carbidopa / levodopa
4170,MIN,214557,ethinyl estradiol / ethynodiol
866165,MIN,1007595,lanolin / petrolatum / zinc oxide
2557243,MIN,2557234,casirivimab / imdevimab
376372,MIN,1006931,boron / calcium carbonate
197444,MIN,103990,carbidopa / levodopa
1086610,MIN,691286,mineral oil / petrolatum
1605101,MIN,1008501,"insulin isophane / insulin, regular, human"
218431,MIN,1007355,calcium carbonate / monofluorophosphate
672553,MIN,605496,carbetapentane / guaifenesin
8701,MIN,1006989,hematoporphyrin / procaine
831834,MIN,692831,hydrofluoric acid / sodium fluoride
1874857,MIN,1007835,calcium citrate / cholecalciferol
904783,MIN,106955,hydrocortisone / pramoxine
1235021,MIN,690077,benzalkonium / lidocaine
746023,MIN,151195,atenolol / chlorthalidone
1370125,MIN,214390,chlorpheniramine / dextromethorphan
38578,MIN,1008853,dichlorodifluoromethane / trichlorofluoromethane
5920,MIN,1007173,folic acid / intrinsic factor / vitamin B12
343084,MIN,1008509,"insulin isophane / insulin, regular, pork"
152770,MIN,608343,calcium carbonate / cholecalciferol
1299884,MIN,2265633,ammonia / camphor / menthol
995856,MIN,1008471,calcium ascorbate / calcium carbonate / cholecalciferol / folic acid / pyridoxine
7405,MIN,1006948,ascorbic acid / niacinamide / vitamin A
1651275,MIN,1658460,olodaterol / tiotropium
199564,MIN,619749,benserazide / levodopa
1249763,MIN,1008818,lidocaine / menthol
416207,MIN,466600,camphor / menthol
1234533,MIN,804304,calamine / pramoxine
3755,MIN,1007036,carbamide peroxide / edetic acid
214907,MIN,214807,pseudoephedrine / triprolidine
3000,MIN,151221,cyclopenthiazide / oxprenolol
1119551,MIN,1009064,diosmin / hesperidin
617333,MIN,19711,amoxicillin / clavulanate
826624,MIN,1007524,ascorbic acid / biotin / ferrous fumarate / folic acid / mecobalamin / niacinamide / pantothenate / pyridoxine / riboflavin / thiamine
76162,MIN,214662,isoniazid / pyrazinamide / rifampin
1244142,MIN,1028612,pyridoxine / thiamine / vitamin B12
994010,MIN,994202,esomeprazole / naproxen
53750,MIN,1007025,aluminum acetotartrate / nonoxynol-9
1547941,MIN,1007374,"hyoscyamine / methenamine / methylene blue / phenyl salicylate / sodium phosphate, monobasic"
2129,MIN,1008821,castor oil / Peruvian balsam
753987,MIN,692792,follicle stimulating hormone / luteinizing hormone
1859376,MIN,214184,acetaminophen / pamabrom
1092588,MIN,1091891,chloroxylenol / ketoconazole
833236,MIN,214507,diltiazem / enalapril
1236136,MIN,1236141,chondroitin sulfates / glucosamine / methylsulfonylmethane / tocopherol
1361667,MIN,1361667,"hepatitis A vaccine (inactivated) strain HM175 / typhoid Vi polysaccharide vaccine, S typhi Ty2 strain"
618616,MIN,1007339,betamethasone / fusidate
246521,MIN,214558,ethinyl estradiol / levonorgestrel
164308,MIN,1008055,prednisolone / trimeprazine
809536,MIN,608343,calcium carbonate / cholecalciferol
2109616,MIN,2109614,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated / Bordetella pertussis fimbriae 2/3 vaccine, inactivated / Bordetella pertussis pertactin vaccine, inactivated / Bordetella pertussis toxoid vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Haemophilus influenzae b (Ross strain) capsular polysaccharide meningococcal protein conjugate vaccine / hepatitis B surface antigen vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated"
1166889,MIN,214199,albuterol / ipratropium
1040045,MIN,466588,aluminum hydroxide / magnesium hydroxide / simethicone
405132,MIN,1008519,guaiacolsulfonate / hydrocodone
749833,MIN,284636,hydrochlorothiazide / telmisartan
1926216,MIN,690693,diphenhydramine / phenylephrine
1293634,MIN,1007900,benzyl alcohol / pramoxine
1147705,MIN,466489,codeine / guaifenesin / pseudoephedrine
2590817,MIN,645048,calcium carbonate / simethicone
1246308,MIN,1002293,formoterol / mometasone
8698,MIN,1007416,amoxicillin / probenecid
1314685,MIN,1314678,copper sulfate / ferrous fumarate / folic acid / manganese sulfate / niacinamide / pantothenate / polysaccharide iron complex / pyridoxine / riboflavin / sodium ascorbate / thiamine / vitamin B12 / zinc sulfate
200299,MIN,1008567,chondroitin sulfates / glucosamine
1244675,MIN,214599,guaifenesin / pseudoephedrine
240707,MIN,324044,desogestrel / ethinyl estradiol
1926219,MIN,690693,diphenhydramine / phenylephrine
1487524,MIN,1487518,umeclidinium / vilanterol
35616,MIN,1008569,lidocaine / rifamycin SV
1250909,MIN,669119,aspirin / diphenhydramine
1000353,MIN,1008552,"estrogens, conjugated (USP) / estrogens, esterified (USP) / medroxyprogesterone"
199696,MIN,619749,benserazide / levodopa
807368,MIN,1009086,alanine / arginine / aspartate / glutamate / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / sodium metabisulfite / threonine / tryptophan / tyrosine / valine
1438497,MIN,1114864,cocoa butter / phenylephrine
1094740,MIN,466426,benzocaine / menthol
745810,MIN,389132,budesonide / formoterol
1193046,MIN,1193036,cholecalciferol / folic acid / omega-3 acid ethyl esters (USP) / phytosterols / pyridoxine / vitamin B12
1870424,MIN,815276,polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride / sodium sulfate
439190,MIN,645045,calamine / zinc oxide
1812745,MIN,466537,menthol / methyl salicylate
20976,MIN,214596,guaifenesin / oxtriphylline
2603499,MIN,2603505,"measles virus vaccine live, attenuated Schwarz strain / mumps virus vaccine live, Jeryl Lynn strain / rubella virus vaccine live (Wistar RA 27-3 strain)"
7880,MIN,1006903,pancreatin / vitamin B6
1994337,MIN,1371364,chlorhexidine / ketoconazole
221109,MIN,1008509,"insulin isophane / insulin, regular, pork"
1099494,MIN,689954,polyethylene glycols / polyvinyl alcohol
689,MIN,1007450,aminophylline / papaverine / phenobarbital
7301,MIN,1008391,carbon monoxide / neon / nitrogen / oxygen
203214,MIN,1600381,diclofenac / fluorouracil
27712,MIN,1007279,invert sugar / sodium chloride
762817,MIN,1007259,"mumps virus vaccine live, Jeryl Lynn strain / rubella virus vaccine live (Wistar RA 27-3 strain)"
1049759,MIN,91299,piperonyl butoxide / pyrethrins
4778,MIN,1006988,brilliant green / gentian violet
374526,MIN,466541,neomycin / polymyxin B
1184336,MIN,1007534,"measles virus vaccine live, Enders' attenuated Edmonston strain / mumps virus vaccine live, Jeryl Lynn strain / rubella virus vaccine live (Wistar RA 27-3 strain)"
996202,MIN,1008813,dextran 70 / polyethylene glycol 400 / povidone / tetrahydrozoline
7762,MIN,1007218,ouabain / phenobarbital
36702,MIN,1007382,sodium bitartrate / sodium perborate
831953,MIN,214442,codeine / guaifenesin
967086,MIN,1006911,benzoate / salicylic acid
209468,MIN,466584,acetaminophen / aspirin / caffeine
997602,MIN,1008774,"citicoline / ergoloid mesylates, USP"
849742,MIN,466427,benzocaine / resorcinol
1436369,MIN,1008848,capsaicin / menthol / methyl salicylate
669559,MIN,1007544,ascorbic acid / polyethylene glycol 3350 / potassium chloride / sodium ascorbate / sodium chloride / sodium sulfate
197445,MIN,103990,carbidopa / levodopa
830648,MIN,859393,adapalene / benzoyl peroxide
877478,MIN,1007316,dexpanthenol / magnesium sulfate / manganese sulfate / niacinamide / pyridoxine / riboflavin / thiamine / vitamin B12 / zinc sulfate
1242747,MIN,689580,acetaminophen / chlorpheniramine / dextromethorphan / phenylephrine
249465,MIN,1007637,phenylephrine / witch hazel
998279,MIN,484139,chlorhexidine / isopropyl alcohol
966920,MIN,815276,polyethylene glycol 3350 / potassium chloride / sodium bicarbonate / sodium chloride / sodium sulfate
847745,MIN,284640,lopinavir / ritonavir
830549,MIN,1657884,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated / Bordetella pertussis pertactin vaccine, inactivated / Bordetella pertussis toxoid vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated"
798279,MIN,1008933,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated"
1483554,MIN,997923,drospirenone / estradiol
1999651,MIN,1375947,doxylamine / pyridoxine
801678,MIN,466537,menthol / methyl salicylate
1705,MIN,1006931,boron / calcium carbonate
34552,MIN,106955,hydrocortisone / pramoxine
315970,MIN,392462,furosemide / spironolactone
800928,MIN,1007748,"magnesium chloride / potassium chloride / potassium phosphate / sodium acetate / sodium chloride / sodium gluconate / sodium phosphate, dibasic"
1039062,MIN,1007902,corn starch / kaolin / zinc oxide
330701,MIN,1008101,p-hydroxyamphetamine / tropicamide
2056459,MIN,691188,camphor / menthol / methyl salicylate
864679,MIN,284623,atovaquone / proguanil
1249029,MIN,690316,danthron / docusate
847211,MIN,816726,"insulin lispro / insulin lispro protamine, human"
1549404,MIN,106983,gentamicin / hydrocortisone
405139,MIN,1007265,nitric oxide / nitrogen
246640,MIN,608868,ethinyl estradiol / gestodene
2612536,MIN,1721552,florfenicol / mometasone / terbinafine
2001493,MIN,1008567,chondroitin sulfates / glucosamine
9601,MIN,1007162,atropine / hyoscyamine / phenylephrine / pseudoephedrine / scopolamine
749837,MIN,284636,hydrochlorothiazide / telmisartan
1650234,MIN,466537,menthol / methyl salicylate
809014,MIN,214626,hydrochlorothiazide / valsartan
210605,MIN,91299,piperonyl butoxide / pyrethrins
2714,MIN,1007481,collagen / tretinoin
21102,MIN,817588,cilazapril / hydrochlorothiazide
38893,MIN,1007002,pentosan polysulfate / troxerutin / xanthinol
1235022,MIN,690077,benzalkonium / lidocaine
999736,MIN,1008783,ascorbic acid / ferrous fumarate / folic acid / niacinamide / polysaccharide iron complex
1089114,MIN,1089112,bacitracin / dimethicone / zinc oxide
30206,MIN,1009003,benzyl benzoate / monosulfiram
724879,MIN,729455,amlodipine / valsartan
1094737,MIN,466426,benzocaine / menthol
379342,MIN,392531,erythromycin / zinc acetate
1000490,MIN,1006917,"estrogens, conjugated (USP) / medroxyprogesterone"
1300184,MIN,1007290,"acellular pertussis vaccine, inactivated / diphtheria toxoid vaccine, inactivated / poliovirus vaccine inactivated, type 1 (Mahoney) / poliovirus vaccine inactivated, type 2 (MEF-1) / poliovirus vaccine inactivated, type 3 (Saukett) / tetanus toxoid vaccine, inactivated"
864701,MIN,1007567,"influenza A-California-7-2009-(H1N1)v-like virus vaccine / influenza B virus vaccine B/Brisbane/60/2008 antigen / influenza virus vaccine, live attenuated, A-Perth-16-2009 (H3N2) strain"
220683,MIN,1007374,"hyoscyamine / methenamine / methylene blue / phenyl salicylate / sodium phosphate, monobasic"
904495,MIN,1007560,alendronate / cholecalciferol
2122356,MIN,214488,dextromethorphan / guaifenesin
901641,MIN,1008803,Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine / Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine
4124,MIN,1007474,ethinyl estradiol / norgestrienone
577043,MIN,608343,calcium carbonate / cholecalciferol
1014305,MIN,389190,fibrinogen / thrombin
1010688,MIN,107602,epinephrine / lidocaine
1306079,MIN,2531544,Lacticaseibacillus rhamnosus / Limosilactobacillus reuteri
701882,MIN,1008093,carboxymethylcellulose / hypromellose
4530,MIN,1007222,formaldehyde / glutaral / glyoxal
1550045,MIN,1150100,Bifidobacterium animalis / Bifidobacterium longum / Lactobacillus acidophilus
1357984,MIN,1020419,capsaicin / lidocaine / menthol / methyl salicylate
644,MIN,1007938,amiloride / metolazone
1116180,MIN,2371753,ascorbic acid / calcium carbonate / cholecalciferol / copper sulfate / ferrous fumarate / folic acid / magnesium oxide / niacinamide / potassium iodide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin E / zinc sulfate
863841,MIN,392491,amylase / lipase / protease
402252,MIN,687333,estradiol / levonorgestrel
211637,MIN,466588,aluminum hydroxide / magnesium hydroxide / simethicone
1659151,MIN,74169,piperacillin / tazobactam
315367,MIN,19711,amoxicillin / clavulanate
836262,MIN,1007946,ascorbic acid / docusate / folic acid / iron carbonyl / vitamin B12
630714,MIN,466600,camphor / menthol
1088802,MIN,1008515,calcium carbonate / folic acid / pyridoxine / vitamin B12
644787,MIN,1008064,folic acid / vitamin B12 / vitamin B6
2050787,MIN,2050376,influenza A virus A/Michigan/45/2015 (H1N1) antigen / influenza A virus A/Singapore/INFIMH-16-0019/2016 (H3N2) antigen / influenza B virus B/Maryland/15/2016 antigen / influenza B virus B/Phuket/3073/2013 antigen
13714,MIN,1007954,ensulizole / zinc oxide
1116977,MIN,1116982,American house dust mite allergenic extract / European house dust mite allergenic extract
1657032,MIN,107602,epinephrine / lidocaine
1305218,MIN,1304558,alpha tocopherol / ascorbic acid / biotin / cholecalciferol / dexpanthenol / folic acid / niacinamide / pyridoxine / riboflavin / thiamine / vitamin A / vitamin B12 / vitamin K1
1303159,MIN,466584,acetaminophen / aspirin / caffeine
1241471,MIN,1241470,carboxymethylcellulose / glycerin / polysorbate 80
237870,MIN,466588,aluminum hydroxide / magnesium hydroxide / simethicone
891817,MIN,1009100,ascorbic acid / cuprous oxide / lutein / vitamin E / zinc oxide
1876751,MIN,1020419,capsaicin / lidocaine / menthol / methyl salicylate
854997,MIN,690105,colistin / hydrocortisone / neomycin / thonzonium
830781,MIN,1007986,beta sitosterol / campesterol / stigmasterol
308224,MIN,392491,amylase / lipase / protease
1145114,MIN,1145109,azelate / cupric oxide / folic acid / niacinamide / pyridoxine / zinc oxide
153752,MIN,214866,trandolapril / verapamil
1375932,MIN,689785,acetaminophen / diphenhydramine / phenylephrine
801177,MIN,1007254,dexpanthenol / niacinamide / riboflavin / thiamine / vitamin B6
849739,MIN,466427,benzocaine / resorcinol
4850,MIN,1006907,ethanol / glucose
800402,MIN,1008254,alanine / arginine / glucose / glycine / histidine / isoleucine / leucine / lysine / methionine / phenylalanine / proline / serine / threonine / tryptophan / tyrosine / valine
830723,MIN,1007314,alanine / arginine / glycine / histidine / isoleucine / leucine / lysine / magnesium chloride / methionine / phenylalanine / potassium chloride / proline / serine / sodium chloride / sodium phosphate / threonine / tryptophan / tyrosine / valine
2568112,MIN,1486325,camphor / levomenthol / methyl salicylate
2180399,MIN,2180400,influenza A virus A/Idaho/07/2018 (H1N1) antigen / influenza A virus A/Indiana/08/2018 (H3N2) antigen / influenza B virus B/Iowa/06/2017 antigen / influenza B virus B/Singapore/INFTT-16-0610/2016 antigen
733,MIN,1007586,ampicillin / floxacillin
6211,MIN,1007465,lactose / magnesium phosphate
5333,MIN,1007296,histamine / menthol
996520,MIN,214488,dextromethorphan / guaifenesin
217020,MIN,466584,acetaminophen / aspirin / caffeine
809854,MIN,261417,hydrochlorothiazide / quinapril
1186327,MIN,214450,codeine / phenylephrine / pyrilamine
1293446,MIN,1008905,chromic chloride / copper sulfate / manganese sulfate / zinc sulfate
1184053,MIN,219314,polymyxin B / trimethoprim
724606,MIN,103990,carbidopa / levodopa
1421452,MIN,1421450,brimonidine / brinzolamide
405058,MIN,108038,acetaminophen / caffeine
729773,MIN,91299,piperonyl butoxide / pyrethrins
309683,MIN,883815,dexamethasone / tobramycin
1426141,MIN,466537,menthol / methyl salicylate
1100650,PIN,491498,carboxymethylcellulose sodium
2480108,PIN,10761,triamcinolone acetonide
1995543,PIN,1995538,voretigene neparvovec-rzyl
1090496,PIN,102490,dextromethorphan hydrobromide
1188426,PIN,491498,carboxymethylcellulose sodium
2123038,PIN,2123035,immune globulin intravenous (human) - slra
1999003,PIN,2204740,"angiotensin II acetate, human"
1493160,PIN,1379,benzalkonium chloride
155046,PIN,134413,pentosan polysulphate sodium
1235569,PIN,57983,tetrahydrozoline hydrochloride
1044949,PIN,102490,dextromethorphan hydrobromide
1233540,PIN,7983,penicillin G procaine
2198900,PIN,1657228,influenza B virus B/Phuket/3073/2013 antigen
1488329,PIN,142440,lidocaine hydrochloride
1164620,PIN,203177,hydromorphone hydrochloride
151875,PIN,142439,hydrocodone bitartrate
70599,PIN,1368209,nickel gluconate
2119240,PIN,2119239,octenidine hydrochloride
1438119,PIN,7983,penicillin G procaine
2471083,PIN,2471082,bovine type II collagen (tracheal cartilage)
2634560,PIN,102490,dextromethorphan hydrobromide
2205097,PIN,1303097,aclidinium bromide
1999404,PIN,42892,sodium hyaluronate
1038855,PIN,1379,benzalkonium chloride
215502,PIN,203197,phenazopyridine hydrochloride
1309303,PIN,220087,sulfadiazine sodium
1087043,PIN,8164,phenylephrine hydrochloride
1363435,PIN,1363435,lauric acid
704876,PIN,723868,"protein C, human"
1045430,PIN,40036,benzethonium chloride
217010,PIN,166551,raloxifene hydrochloride
1046593,PIN,1379,benzalkonium chloride
491498,PIN,491498,carboxymethylcellulose sodium
42892,PIN,42892,sodium hyaluronate
226343,PIN,235486,dexamethasone phosphate
203494,PIN,203211,diltiazem hydrochloride
545626,PIN,56501,sodium monofluorophosphate
1088444,PIN,1046243,alpha-tocopherol acetate
36387,PIN,219860,senna concentrate
978009,PIN,82038,loperamide hydrochloride
9641,PIN,2200142,selenium chloride
729818,PIN,1379,benzalkonium chloride
2604879,PIN,142440,lidocaine hydrochloride
1309230,PIN,1371052,orange oil terpeneless
1547660,PIN,705022,fluticasone furoate
1149334,PIN,42892,sodium hyaluronate
892560,PIN,30236,morphine sulfate
1094908,PIN,7983,penicillin G procaine
1798389,PIN,314659,"heparin sodium, porcine"
1593128,PIN,1593127,Neisseria meningitidis serogroup B recombinant LP2086 A05 protein variant antigen
2177291,PIN,2177291,influenza A virus A/Kansas/14/2017 (H3N2) antigen
1000990,PIN,106101,oxymetazoline hydrochloride
1488302,PIN,1488293,coagulation factor XIII a-subunit (recombinant)
857299,PIN,81984,clomipramine hydrochloride
4061,PIN,1366961,erythrosine sodium
996982,PIN,2672,codeine phosphate
1291430,PIN,90,eicosapentaenoic acid
377933,PIN,82101,sulfacetamide sodium
1370765,PIN,103468,hydrocortisone butyrate
2221,PIN,2000577,regenerated cellulose
21406,PIN,1673704,"coenzyme Q10, (2Z)-"
978005,PIN,82038,loperamide hydrochloride
151802,PIN,4608,fusidic acid
1666317,PIN,1300488,nonacog alfa
1299655,PIN,10989,undecylenic acid
428898,PIN,236608,glucosamine hydrochloride
142440,PIN,142440,lidocaine hydrochloride
151414,PIN,1348,beclomethasone dipropionate
152056,PIN,6979,minocycline hydrochloride
2281737,PIN,8985,pyrantel pamoate
798304,PIN,1657601,diptheria toxoid absorbed
365677,PIN,253181,"insulin isophane, human"
42954,PIN,236803,pyridoxine phosphoserinate
381044,PIN,28004,isosorbide mononitrate
1545174,PIN,27197,hydrocortisone acetate
216253,PIN,42933,timolol maleate
639194,PIN,71517,propoxyphene hydrochloride
2177696,PIN,2048563,influenza B virus B/Maryland/15/2016 antigen
35465,PIN,1789837,"Rho(D) immune globulin, human"
857366,PIN,142434,econazole nitrate
202844,PIN,34372,prednisolone acetate
1730435,PIN,1730434,"elastin, bovine"
1441651,PIN,1441650,leptin human
203167,PIN,1299782,cephalexin anhydrous
3361,PIN,152021,dicyclomine hydrochloride
6227,PIN,1305544,anhydrous liquid lanolin
861495,PIN,21245,clobetasol propionate
2562998,PIN,1657228,influenza B virus B/Phuket/3073/2013 antigen
48008,PIN,2374,chloroacetic acid
1010763,PIN,142440,lidocaine hydrochloride
1358612,PIN,155323,methylprednisolone acetate
1233536,PIN,7983,penicillin G procaine
1093059,PIN,142431,clomiphene citrate
1367185,PIN,1427163,"interleukin-6, human"
9774,PIN,1863221,silicon tetrachloride
10582,PIN,1372638,levothyroxine sodium anhydrous
1551474,PIN,105069,naltrexone hydrochloride
313048,PIN,9881,sodium hypochlorite
856462,PIN,82084,propranolol hydrochloride
203302,PIN,91168,pseudoephedrine hydrochloride
723,PIN,1297882,amoxicillin anhydrous
1085773,PIN,10761,triamcinolone acetonide
1191260,PIN,4461,fluocinolone acetonide
496585,PIN,797272,clindamycin phosphate
2110527,PIN,82041,meclizine hydrochloride
1728770,PIN,1728769,"insulin-like growth factor 2, human"
1038558,PIN,1379,benzalkonium chloride
58930,PIN,203150,cetirizine hydrochloride
225030,PIN,227278,fosinopril sodium
1374726,PIN,491498,carboxymethylcellulose sodium
1797833,PIN,203212,ipratropium bromide
891709,PIN,317841,dl-alpha tocopheryl acetate
1801243,PIN,1348,beclomethasone dipropionate
1359109,PIN,203214,diclofenac sodium
1797916,PIN,1348,beclomethasone dipropionate
226084,PIN,1348,beclomethasone dipropionate
2177500,PIN,1657228,influenza B virus B/Phuket/3073/2013 antigen
214582,PIN,84375,glatiramer acetate
8134,PIN,82077,phenobarbital sodium
2626480,PIN,2626470,allogeneic cultured keratinocytes and dermal fibroblasts in murine collagen-dsat
7407,PIN,31765,nicotine polacrilex
1426856,PIN,1426855,"collagen type I, bovine"
1010769,PIN,142440,lidocaine hydrochloride
152402,PIN,91251,cimetidine hydrochloride
1437978,PIN,10989,undecylenic acid
834061,PIN,203195,penicillin V potassium
42940,PIN,203168,amitriptyline hydrochloride
1743781,PIN,155323,methylprednisolone acetate
2635,PIN,90732,coal tar pitch volatiles
1359360,PIN,57555,pramoxine hydrochloride
1012068,PIN,142440,lidocaine hydrochloride
861503,PIN,21245,clobetasol propionate
1039547,PIN,57555,pramoxine hydrochloride
151392,PIN,133008,amoxicillin trihydrate
372595,PIN,40144,levothyroxine sodium
858735,PIN,11065,ursodiol
1668267,PIN,24347,erythromycin lactobionate
202886,PIN,1000112,medroxyprogesterone acetate
2601105,PIN,42892,sodium hyaluronate
6837,PIN,1426409,zinc methionine sulfate
203155,PIN,203155,diphenylpyraline hydrochloride
10865,PIN,1311534,tromethamine hydrochloride
203159,PIN,72616,salmeterol xinafoate
2466981,PIN,2466981,polyglycolic acid
1014099,PIN,144450,docosahexaenoic acid
856571,PIN,82084,propranolol hydrochloride
978727,PIN,82137,dalteparin sodium
1049167,PIN,91168,pseudoephedrine hydrochloride
1851,PIN,1851,butylscopolamine bromide
4815,PIN,217364,"glyburide, micronized"
203705,PIN,235486,dexamethasone phosphate
358349,PIN,221108,"insulin isophane, pork"
93558,PIN,253181,"insulin isophane, human"
899866,PIN,4170,ethynodiol diacetate
10811,PIN,1115,trihexyphenidyl hydrochloride
2177290,PIN,2177290,influenza A virus A/Brisbane/02/2018 (H1N1) antigen
1372744,PIN,221108,"insulin isophane, pork"
539712,PIN,221129,"nitrofurantoin, monohydrate"
978947,PIN,24395,estradiol valerate
891522,PIN,10456,thiamine mononitrate
544473,PIN,142440,lidocaine hydrochloride
1311545,PIN,1311544,"methylephedrine hydrochloride, DL-"
203547,PIN,1851,butylscopolamine bromide
817579,PIN,2672,codeine phosphate
201883,PIN,235559,"nitrofurantoin, macrocrystals"
1099937,PIN,1802483,human adenovirus B serotype 7 strain 55142
72611,PIN,72611,cefditoren pivoxil
340705,PIN,340705,human chorionic gonadotropin
798302,PIN,1300180,"Bordetella pertussis filamentous hemagglutinin vaccine, inactivated"
5666,PIN,108067,intramuscular immunoglobulin
1245230,PIN,20791,chlorhexidine gluconate
1359107,PIN,203214,diclofenac sodium
545890,PIN,221141,phenyltoloxamine citrate
577961,PIN,221057,amphetamine aspartate
475342,PIN,1546019,dasatinib anhydrous
1099933,PIN,1299785,human adenovirus E serotype 4 strain CL-68578
1999800,PIN,1999801,seractide acetate
1542994,PIN,4461,fluocinolone acetonide
470149,PIN,82054,naphazoline hydrochloride
702296,PIN,82012,doxycycline calcium
9863,PIN,1370679,"sodium chloride, (22)Na"
1441688,PIN,1441689,"prothrombin, human"
352771,PIN,42790,miconazole nitrate
152483,PIN,236859,estradiol hemihydrate
1986821,PIN,1986820,"varicella zoster virus glycoprotein E, recombinant"
2170634,PIN,1426680,"immunoglobulin G, human"
1193231,PIN,71722,docusate sodium
8156,PIN,236948,"phenylalanine,DL-"
903701,PIN,142448,liothyronine sodium
1737637,PIN,142440,lidocaine hydrochloride
1422060,PIN,20791,chlorhexidine gluconate
1358512,PIN,155323,methylprednisolone acetate
1370760,PIN,103468,hydrocortisone butyrate
1348,PIN,1348,beclomethasone dipropionate
253181,PIN,253181,"insulin isophane, human"
205604,PIN,23663,doxycycline hyclate
750837,PIN,24351,erythromycin stearate
199106,PIN,8985,pyrantel pamoate
1235018,PIN,1379,benzalkonium chloride
1737569,PIN,142440,lidocaine hydrochloride
6750,PIN,1648123,"menthol, (+)-"
3538,PIN,3538,cromolyn sodium
8887,PIN,142153,albuterol sulfate
979494,PIN,203160,losartan potassium
1422,PIN,142425,benzphetamine hydrochloride
1000145,PIN,1000112,medroxyprogesterone acetate
861472,PIN,21245,clobetasol propionate
2569483,PIN,2569483,Trametes versicolor strain CM-101 extract
1010749,PIN,142440,lidocaine hydrochloride
104100,PIN,104100,kaolin light
213442,PIN,253181,"insulin isophane, human"
343079,PIN,253181,"insulin isophane, human"
1535513,PIN,1535512,rosaniline hydrochloride
1248057,PIN,142445,promethazine hydrochloride
847199,PIN,253181,"insulin isophane, human"
992528,PIN,235838,terbinafine hydrochloride
42347,PIN,203204,bupropion hydrochloride
1426165,PIN,1426165,"protein S, human"
151363,PIN,27197,hydrocortisone acetate
