clean_name,rxcui
Easiflex Mid Soft-Cove 2 Piec Coloba 35Mm Coloplast 14464,251020
Pyridoxine Tab 20Mg,1999651
Etopan Xl Tabs 600Mg,221124
Confor 2 Max Transparen 2 Piec Ileob 70Mm Hollister 27860,251020
Ostosorb Grans Ostomart,1306235
Multiload Cu375 Intrauterine Contraceptive Device Organo...,1010965
Citrus Fresh Adh Remover Sach Pelican 133000,1038558
Ultralite Female High Waist Support Briefs Right Size 16 Cg14 White Cui International,801678
Ultra Cleanse Skin Cleanser Sach Opus Hc 4400,2201593
Conjugated Oestrogens Tabs 625 Micrograms,310197
Gaviscon Peppermint Liquid Relief Reckitt Benckiser Healthc,1167118
Loron Tabs 520Mg,1705
Desmospray 10Micrograms Dose Nasal Spray Ferring Pharmaceuticals Ltd,203658
Conveen Easicath Male Nelaton 12 Ch Coloplast 5352,1424872
Niquitin Minis Cherry 1.5Mg Lozenges Glaxosmithkline Con...,802713
Cellcept Tabs 500Mg,616435
Flupenthixol Tabs 500 Micrograms,4495
Nitro-Dur Patch 0.2Mg Hour,202508
Gynol-Ii Applicator,809438
Proctofoam-Hc Foam 24G,34552
Beconase Hayfever 50Micrograms Dose Nasal Spray Omega Pharma Ltd,1797916
Unguentum M Dermatological Cream,1422103
Unilet Type B Lancet Owen,1312376
Cephalexin Syrp 250Mg 5Ml,309113
Depixol 20Mg 1Ml Solution For Injection Ampoules Lundbeck Ltd,1790812
Pulmicort Turbo-200Mcg 100Dose Inhaler,1183558
Aqueous Calamine Cream,1094908
Elastic Hosiery Anklet Mtm,1730435
Bi-Aglut Acbs Cracker Toast 240G,1599
Pelica Selec Afres Standar Clea Ileob 25Mm Pelican 112225,215502
Jobst Elvarex Class 3 Gauntlet To Elbow Bsn Med U3-03-03,844379
Generic Scandishake Mix Oral Powder 85G Sachets,261542
Dispos-A-Gloves Ema Gloves Large Ansell,1193231
Dulcolax 10Mg Suppositories Boehringer Ingelheim Self-Me...,209601
Pulmicort Turbo-400Mcg 50Dose Inhaler,1183558
Nicorette Freshfruit Chewing Gum 2Mg,209326
Cicatrin 15G Crm,2473284
Canesten 10% Vc Cream Bayer Plc,701970
Yellow Fever Vaccine 1 Dose Vial Vac,804187
Generic Maxitrol Eye Drops,134920
Japanese Encephalitis Inactivated Vaccine,845525
Elleste-Solo,1543730
Clostet Adsorbed Vaccine -,798302
Duromine Cap 30,1311476
Typherix Vac 25,798451
Generic Anusol Hc Suppositories,1291103
Cordarone X Tab 200Mg,833530
Polyacrylic Acid Liquid Gel 0.2 %,1370575
Imodium Caps,151889
Aureomycin Oin 3,78903
Simplicit Ladi Bla Suppo Brie Large X Large Salts Brfblxl,2591799
Hydromol Hc Intensive Cream Alliance Pharmaceuticals Ltd,404044
Hyabak Pres Free Eye Drops Butterflie,797544
Canesten-Hc Crm,404044
Fresubin 1000 Complete Liquid Fresenius Kabi Ltd,284831
Verapress Mr Tabs 240Mg,152056
Zydol Sr 100Mg Tablets Grunenthal Ltd,581662
Amaryl 4Mg Tablets Zentiva,153845
Multiload Cu 250 Specification 7 Iucd Organon,1427198
Amaryl Tabs 4Mg,153845
Amaryl 2Mg Tablets Zentiva,153591
Adcortyl Intra-Articular Intradermal 50Mg 5Ml Suspensio...,2539181
Ortho-Dienoestrol With Applicator Cre 0.01,351068
Plenachol 20 000Unit Capsules Auden Mckenzie Pharma Div...,1044433
Barkat Gf Wf Matzo Crackers Gluten,1370781
Fucidin Intertulle 10Cm X 10Cm,151802
Imuvac Vaccine Suspension For Injection 0.5Ml Pre-Filled Syr,2624752
Diaphragm Type C-Arcing Spring Vaginal Contra Dev 80Mm,1305738
Brufen 600Mg Tablets Mylan Ltd,27306
Nicorette 5Mg Transdermal Patch Pharmacia Ltd,203808
Veil Finishing Powder Translucent Thomas Blake Cosmetic Creams Ltd,604010
Diflucan Caps 200Mg,207112
Orgran Gf Wf Rice & Millet Spiral Nat Gdfood,1310040
Zyloric-300 Tab 300Mg,213998
Gelositin Nasal Spray Logixx Pharma Solutions Ltd,808520
Schar Gf Biscuit S 175Gms Farillon,863965
Ethico Catgu Chrom Absorbab Sutu 2 Metric Gauge X 75Cm W480,197877
Galenphol 10Mg 5Ml Oral Solution Thornton & Ross Ltd,798447
Veil Finishing Powder Dusk Thomas Blake Cosmetic Creams ...,604010
Naprosyn Tab 375Mg,564251
Norgestrel Tab 75,203717
Roc Total Sunblock Spf25 Tinted Crm 50Ml Roc,1251763
Naprosyn Sup 500Mg,105899
Co-Danthramer Caps 25Mg+200Mg,252870
Cipralex Oral Drops 10Mg Ml,404930
Vita-Pos Eye Oint Scope Opht,801169
Alomide Eye Drops 0.1%,206792
Betnovate 0.1% Ointment Mawdsley-Brooks & Company Ltd,992766
Skinoren Cre 20%,200010
Clinimed Wipes 3800,1039547
Thyroxine 25Mcg,10582
Insulin Humulin Zn Zinc Susp Crystallin Inj 100I U,365677
Movicol Paed Plain Oral Pwdr,217815
Humapen Ergo Burgundy Insulin Pen 3Ml 1-60 Units Lilly,202368
The 50:50 Ointment The Boots Company Plc,245536
Pentasa Slow-Release Tablets 500Mg,885580
Influenza Inactivated Surface Antigen Injection,1657669
Hydrofilm Vap Perm Adh Flm Drs 10Cm X 25Cm Hartmann,705934
Methylated Spirit Industrial Soln,1307051
Benadryl Caps 8Mg,203457
Plaster Zinc Oxide C,11423
Suportx Hernia Support Lar Ami Spx358,1150288
Thyroxine 100Micrograms,10582
Amoxycillin 500Mg,317616
Careline Leg 750 Maersk 45-09Svc,892610
Hydrocortistab 25Mg 1Ml Inj.,197785
Solu-Cortef 100Mg Powder For Solution For Injection Vials...,105398
Flixotide Accuhaler 500 500Microgram Inhalation Inhalation Powder Allen & Hanburys Ltd,2289241
Eltroxin 0.1Mg Tabs,2607026
Insulin Pork Insulatard Inj 100I U,221109
Asmanex Twisthaler Dry Pdr Inh 400Micrograms Actuation,746811
Glucotabs Tablets Orange Bbi Healthcare Ltd,892565
Humapen Ergo Hypodermic Insulin Injection Pen Reusable For 3Ml Cartridge 1 Unit Dial Up Range 1-60 Units Burgundy Eli Lilly And Company Ltd,992775
Locoid 0.1% Ointment 100G,1370760
Fucidin 2% Gel Leo Pharma,151802
Water For Injections 2Ml Ampoules,2108561
Voltarol Rapid Tabs 50Mg,1600439
Palladone Sr 4Mg Capsules Napp Pharmaceuticals Ltd,581662
Doxycyline Dispersible Tab 100Mg,1652673
Vapro Hydrophilic Catheter Male 12Ch 72124 40Cm Hollister Ltd,153668
Cutivate Cre,115045
Becotide For Nebuliser Sus 50Mcg,151414
Indomethacin 25Mg Capsules,197817
Genticin Oin 0.3%,310466
Combiderm Steril Hydrocolloi Dres 14Cmx14Cm Convatec S191,107129
Skinsafe Non-Sting Protective Film 6600 Opus Healthcare ...,1053155
Ethilon Non-Absorbable Sut 0.7 J & J W507,2449
Evorel Conti Transde,203354
Feldene Gel 5 Mg Per Gramme,197288
Dispos-A-Gloves Medium X30,1310578
Fucidin Gel 2% W V,151802
Statlo All Silico Fol Cathet Secureme Devi Bard Fol0102Dt,1607001
Imodium Plus Caplets Mcneil Products Ltd,978013
Isopto Plain 0.5% Solution Eye Drops Alcon Laboratories ...,217815
Atmocol Deodorant Spray Adams 785911,705936
Bactrian Cre 1%,2590604
Dioderm 0.1% Cream Dermal Laboratories Ltd,479346
Fresubin Ass Flavours 200Ml,1372002
Schar Gluten-Free Pasta Shells,2284286
Galpharm Nasal Decongestant 0.05% Spray Galpharm Interna...,1550038
Canesten-Hc 30G Crm,404044
Phyllocontin Continus Tablets 225 Mg,795735
Corsodyl Mouthwash Mint Flavour Sol 0.2,1866539
Glutano Pt Baked Rolls Gluten,1370781
Eakin Stoma Belt Large 839063 26Cm Deep 105Cm-120Cm Leng...,216420
Betadine Alcoholic Soln,202750
Exorex Lotion 5 % Cutaneous Emulsion 1 % Prepared Coal Ta,199835
Pulmicort Turbo-200Mcg 100Dose Inhaler 100 Dose Inhaler,1183558
Imodium Instant Melts 2Mg Orodispersible Tablet Mcneil Products Ltd,978005
Barkat Gf White Rice Bread Gluten,1315124
Portia Ring Pessary 1.25Cm Thick 80Mm Diameter Pvc Bra...,751890
Dispos-A-Gloves Non-Sterile Large Ansell Medical Ltd,797544
Yellox 900Micrograms Ml Eye Drops Bausch & Lomb Uk Ltd,1235262
Buscopan 10Mgx56 Tabs,203547
Zorac 0.05% Gel Allergan Ltd,581662
Portia Pvc Ring Pessary 85Mm Bray,751890
Ortho-Gyne Type 4B Iucd Janssen T380S,7602
Saliva Orthana Artificial Saliva Nycomed Uk Ltd,1426466
Lift Plus Medical Adhesive Remover Sachets 5502 Opus Healthcare,240559
Diflucan Capsules 200 Mg,207112
Unile Univers Comfortou Typ A & B Lanc 0.45Mm 26Gauge Owen,36387
Relosorb Xl 60Mg Tablets Relonchem Ltd,207773
Comfizz Unise Blac Suppor Boxer Small Medium Salts Boxbsm,236741
Epanutin Infatab 50Mg,1313887
Aveeno Bath Oil Johnson & Johnson Ltd,852136
Tetanus-Syringe Pack-Merieux,830555
Femseven 75 Patch 75Mcg 24 Hours 2.25Mg Unit,802663
Fluvirin Vaccine Suspension For Injection 0.5Ml Pre-Fille...,2624752
Nystan 100 000Units Ml Oral Suspension Ready Mixed Bristo,731281
Macrogol Compound Oral Powder Sachets Sugar Free Plain A...,824586
Schar Gf Wf Penne Nutrition,884749
Jobst Elvarex Class 3 Armsleev + Gauntle Bsn Med U3-03-05,1591916
Xyloproct 30G Oint,2170634
Tubigrip Size G 1M,7980
Aureomycin Cre 3%,78903
Imigran Recovery 50Mg Tablets Forest Laboratories Uk Ltd,1051071
Human Mixtard 40 Pen 100 Iu Ml,966907
Klean-Prep Sachets,217503
Allevyn Adhesive 7.5Cm X 7.5Cm,2626480
Neomyci Sulphat + Betamethaso Sodi Phospha Eye Drp 0.5%+0.1%,309
Nystan Pessary,7597
Gyno-Pevaryl 1 Pessary & Crm,313138
Dioralyte Tabs Blackcurrant Effervescent Tab,73891
Volumatic Paed + Mask Spac Hold Chamb Dev A & H,219455
Betnovate Rd-0.025% 100G Crm,1300889
Dioctyl Tab 100Mg,82003
Dhc Continus Tabs 60 Mg,795735
Frusemide 20Mg,315970
Sinemet Plus Tablets -,36572
Lift Medical Adhesive Remover Alpha 5500,240559
K-Y Jelly,10962
Biquelle Xl 150Mg Tablets Aspire Pharma Ltd,215431
Clini Cervical Collar Large Oa8023 53Cm Clinisupplies Ltd,2591799
Tegaderm Foam Adh Dress 14Cm X 14Cm Circular 3M,2584341
Humaject S Pen 100Units Ml Solution For Injection Eli Lilly And Company Ltd,800928
Tubigrip Size F 0.5M,542304
Locoid 0.1% Crm,1370760
Cle Adv + Alo Sil Sty 1 Sta Incon She 32Mm Rochester 1323,91263
Clexane Forte 150Mg 1Ml Solution For Injection Pre-Filled...,1012709
Fresubin Creme Dessert Fresenius,1428855
Starch Maize Gf Modified Pwdr,1039062
Zapain Capsules 30Mg + 500Mg,7892
Viatim Injection Prefilled Syringe 1 Ml Pre-Filled Syrin,852666
Conveen Easicath Catheter Female 12Ch 5372 Coloplast Ltd,581662
Dermablend Covering Crm L'Oreal,1725070
Ileo Gel + Sach B Braun 005012E,1542803
Depo-Provera Injection 150Mg Ml 1 1Ml Vial S,1000128
Balneum Plus Bath Oil 500Ml,876980
Speedicath Compact Catheter Female 8Ch 28578 Coloplast Ltd,999457
Zoladex Implant 3.6 Mg,105641
Mysoline Tabs 50Mg,207478
Sodium Cromoglicate Pres Free Eye Drops 2%,562108
Zapain Caplets,262237
Resource Fibre Liq Novartis,630303
Clarityn Tablets 10Mg Schering-P,330701
Sonata Capsules 10 Mg,261286
Motifene 75Mg Modified-Release Capsules Daiichi Sankyo U...,218421
Gelclair Oromucosal Gel Sinclair,153889
Scholl Cl2 Fb Bkn Stkg 1Mtm,1310122
Voltarol Supp 50Mg,1600439
Below-Knee Stock. Lightweight Elas. Net,1310262
Multiload Cu 250 Iucd Organon,1427198
Veil Cover Cream Almond Thomas Blake Cosmetic Creams Ltd,2117659
Cicatrin Cream Wellcome,200083
Gentian Mixture Alkaline,319824
Below-Knee Mens Support Hose Class Ii,1150288
Thiamine Hydrochlori Tab 25,1314635
Betagan Eye Drops 0.5 %,1150838
Nexium Tablets 40 Mg,603536
Dioctyl Capsules 100Mg,82003
Blephagel 0.35% Eye Gel Thea Pharmaceuticals Ltd,659476
Co-Careldopa 10Mg 100Mg Tablets,252761
Clear Advantage With Aloe Silicone Sheath Style 1 1283 28...,1855514
Reflexions Flat Spring Diaphragm 80Mm,198504
Diclomax Sr Caps 75Mg,73454
Ethicon Catgut Chromic Absorbable Suture 3.5X75Cm W488,21009
Ortho-Creme Cream 2 %,7602
Actilymph Class 1 18-21Mmhg Thigh Length Closed Toe Wit...,1299655
Acwy Vax Vaccine Powder And Solvent For Solution For Injection 0.5Ml Vials Glaxosmithkline Uk Ltd,2109620
Indocid Capsules 25 Mg,206971
Nolvadex Tablets 10Mg,105630
Trusopt 2% Eye Drops 0.2Ml Unit Dose Preservative Free S...,152463
Chloraprep Solution 0.67Ml Applicators Carefusion U.K. Ltd,998279
Tubifast Blue Line Elast Viscose Stock 7.5Cm X 1M Ssl Int,1655936
Niquitin Cq Patch 14Mg Clear,351427
Aerolin Autohaler Breath Act Inh 100Mcg Actuation,1014651
Lamisil 250Mg Tablets X28,217956
Caverject Inj 5 Micrograms,477639
Sulazine Ec 500Mg Tablets Genesis Pharmaceuticals Ltd,1805710
Emustil Eye Drops 0.3Ml Unit Dose Preservative Free Moor...,253015
Idrocath Kit Catheter Male 16Ch 50110 Gta Uk Ltd,581662
Erythromid Tab 250Mg,750839
Carobel Instant Food Thickener Cow & Gate,1330085
Schar Gf Pasta Shells 250Gms Farillon,2171268
Docusate Sodium Ear-Drops 0.5 %,1248129
Otomize Ear Spray De Pharmaceuticals,3390
Nasonex 50Micrograms Dose Nasal Spray Merck Sharp & Dohme L,1797868
Cephalexin Sus 125Mg 5Ml,309110
Femseven Conti Patches Merck Serono Ltd,1292422
Tenuate Dospan 75Mg Tabs S R,978686
Indomethacin S R Cap 25,197817
Cotton Wool 500G Bpc,6227
Niquitin Cq Patch 21Mg Clear,351429
Zocor Tablets 10 Mg,104490
Clomiphene Citrate Tablets 50Mg,1093060
Gonal-F Inj Soln 300 Iu,117040
Duromine Modified Release Capsule 15Mg,1311476
Limbo Limb Protector Adult Elbow Slim To Medium Build Mp65 Thesis Technology Products And Services Ltd,1293285
Chloromycetin Eye Dro 0.50%,48008
Alvesco Cfc Free Inhaler 160Micrograms Actuation,799040
Arixtra 2.5Mg 0.5Ml Solution For Injection Pre-Filled Syr...,861362
Skin Barrier Coloplast Ltd,199129
Co-Amoxiclav 500Mg 1 Tab,19711
Matrifen Patch 75Micrograms Hour,2049547
Fybogel 3.5G Effervescent Granules Sachets Plain Sf Forum H,2058501
Buspar 5Mg Tablets Ixl Pharma Ltd,866096
Lumecare Advance Carmellose 0.5% Eye Drops Medicom Healt...,996202
Oraldene 0.10% Oral Solution Mcneil Products Ltd,581662
Nasobec Aqueous 200 Dose Spr 50Mcg,226084
Phenobarbitone Tab 60Mg,198089
Lofric Primo Catheter Male 18Ch 9601800 Wellspect Healthcare,991680
Oilatum Plus Bath Additive Glaxosmithkline Uk Ltd,876980
Utinor 400Mg Tablets Merck Sharp & Dohme Ltd,1292422
Viagra Tablets 50 Mg,213270
Dienoestrol With Ap Cre 0.01,351068
Canesten Vaginal Tablet Pes 200.00Mg,1421627
Thyroxine 25Mcg Tabs,10582
Roferon -A 3 Million Iu Vial Powder Roche Products Ltd,307816
Replens Md Vaginal Moisturiser,2532533
Fucithalmic Eye Drops 1% 5 G,388052
Becodisk 200Microgram Diskhaler 14X8,151414
Galfer Fa Capsules,619037
Flucloxin Capsules 500Mg,2607026
Teoptic Eye Drops 2% W V,220372
Citrus Fresh Pouch Deodorant Pelican 2200,1038558
Coro-Nitro Spr 400,202508
Ostopeel Blackberry Medical Adhesive Remover Spray Opb50 ...,899378
Protopic 0.03% Ointment Astellas Pharma Ltd,284521
Cardilate Mr 20Mg Tablets Ivax Pharmaceuticals Uk Ltd,152056
Novorapid Penfill Injection 100 Iu Ml 3Ml Cartridge,284810
Slow-Trasicor Tab 160Mg,310318
Hypromellose Eye Drops 1%,142001
Robaxin -750 Tablets,1010654
Becotide-100 100Mcg Inhaler,151414
Cyclopenthiazide Tab 500Mcg,199718
Acnecide-10 Gel 60G,2056459
Unguentum Merck Oint,1292422
Genticin Hc Cre,2201593
Ostomart Ostomist Odour Neutraliser Gardenia With Jasmine...,1307879
Lyclear 1% Creme Rinse Chefaro Uk Ltd,250387
Diphtheria Adsorbed Adult Vaccine 0.5Ml Amp,807273
Monolet Extra Type A Lancet 0.8Mm 21Gauge Sherwood,1312375
Locoid -C Cream,1370771
Portia Polythene Ring Pessary 85Mm Bray,751890
Fersamal 140Mg 5Ml Oral Solution Forley Generics Ltd,581662
Pentasa Enema 1G,196495
Abidec Multivitamin Drops Omega Pharma Ltd,4301
Lumecare Hypromellose 0.3% Eye Drops 0.5Ml Unit Dose Med...,310933
Lofric Primo Male Nelaton 14 Ch Astra Tech 9601400,991680
Desmotabs Tabs 0.2Mg,203658
Rynacrom Nasal Insufflati0N Cart Inh,1595048
Lignocaine Hcl + Adrenaline 1:200 000 Inj 2%,1660016
Flange Surgicare System 2 Stomahesive,1245230
Dermacare Lotion 200Ml,209884
Vaseline Dermacare Lotion Lever,224932
Humalog Kwikpen Inj Soln 100 Units Ml,1652640
Viridal Duo Continuation Pack 20Microgram Powder And Solvent For Solution For Injection Cartridges Ucb Pharma Ltd,1369778
Activa Circular Knit Anklet Medium Activa Class 2,1307051
Hydrosil Rose Catheter Female 14Ch 71414 Rochester Medic...,1309371
Gaviscon,25655
Otrivine Antistin Eye Drops -,1368210
Hb-Vax Ii Vaccine 10Micrograms Ml 1Ml Pre-Fill Syringe,2468239
Chloromycetin Redidrops 10Ml Eye Drops,48008
Serevent Inhaler 25Mcg Spray,1180757
Pred Forte Eye Dro 1,202844
Ventolin Easi-Breath Inh 100,226084
Hay-Crom Aqueous Eye Drops 2 %,1094908
Dansac Unique 2 Convex Flange 55Mm Precut 35 Mm 755-35,581658
Salts Healthcare Cohesive Washers 48 Mm 839002,236741
Ethicon Non Absorbable Sutures W8020T 1.5 Gauge 45 Cm 2,1313227
Volumatic With Paediatric Mask Glaxosmithkline Uk Ltd,1053330
Ranitic 300Mg Tablets Tillomed Laboratories Ltd,581662
Suscard Buccal 3Mg Tablets Forest Laboratories Uk Ltd,1051071
Sensura Maxi Transparen Ileoba 10-65 76Mm Coloplast 15770,359818
Phorpain Maximum Strength Gel 10%,708076
Alphosyl 75G Crm,866907
Epaderm Emulsifying Ointment Oin 500,1801283
Ascens Micro Typ A Ster Sin Use Lancet 0.5Mm 28Gauge Bayer,805372
Normacol Granules 7G Sachets Norgine Pharmaceuticals Ltd,808917
Saluric 500Mg Tablet Merck Sharp & Dohme Ltd,1292422
Potaba Sachets 3,8587
Filair Forte Inh 250Mcg,226084
Cardura Xl Modified Release Tablet 4Mg,1242404
Brillant Aquaflate All Silicone Catheter Female 12Ch Da21...,1722233
Human Protaphane 100Unit Ml Injection Novo Nordisk Ltd,1652644
Augmentin Tabs 375 Mg,151392
Beta-Prograne 160Mg Modified-Release Capsules Teva Uk Ltd,371044
Pevaryl Tc Cream Lorex Synthelabo Ltd,90650
Ditropan Xl Tabs 10Mg,863622
Humulin S 100Units Ml Solution For Injection 3Ml Cartridg...,311036
Angiopine M R Tablets 20 Mg,218128
Ismo Retard 40Mg Tablets Intrapharm Laboratories Ltd,1421893
Nystan Pessary 100 000 Units,646455
Atromid -S Caps 500Mg,863965
Panoxyl 5 Crm 5%,809309
Steripod Blue Solution 20Ml,385023
Portia Polythene Pessary 62Mm Bray 365,751890
Aveeno Crm Bioglan,240651
Bioxtra Gel Mouth Spray R.I.S.,2023
Menthol & Eucalyptus Inhalation Liq,691395
Peppermint Oil Ec Mrcaps 0.2Ml,33094
Tenif Calendar Pack Cap,1305100
Full Marks Liquid 0.5%,1483137
Mycobutin 150Mg Capsules Pfizer Ltd,103899
Caladryl Cre,215811
Dilzem Xl Mr 120Mg Modified-Release Capsule Elan Pharma,856462
As Saliva Orthana Artificial Saliva Loz As Pharma,808520
Astra Tech Lofri Tieman Tip Nelato 12Ch Astra Tech 961200,702050
Voltarol 50Mg Suppositories Novartis Pharmaceuticals Uk Ltd,1600439
Mediven 95 Class 1 Arm Sleeve Long Size 5 Medi 715 V,1090846
Ventolin Inhaler 200 Dos,1187868
Xanax Tab 500Mcg,202363
Easylease No Sting Medical Adhesive Remover Spray 1408 Oakmed Ltd,1183277
Oestro Conj Tab 1.25Mg,2360583
Nonoxinol-9 2% Cream,198764
Cyclo-Progynova 1Mg Tabs,1362685
Trancopal 200Mg Tablet Sanofi-Synthelabo Ltd,581662
Uvistat Cream Spf 30 Cre,353067
Provox Xl Voice Prosthesis Cleaning Brush Platon 7225,845836
Hyalgan Intra-Artic Inj 20Mg 2Ml,1869320
Vapro Pocket Hydrophilic Catheter Male 12Ch 70124 40Cm Hollister Ltd,153668
Mediven Plus Class 3 Open Toe Sto Petit 3 Medi 402 Iii,1038558
Klaricid 250Mg-14Cp Tabs,864679
Metatarsal Pad Large,797544
Dietary Specials Gf Wf Pastry Mix Nutrition,261542
Co-Danthrusate Dantron & Docusate Sodium Caps 50Mg+60Mg,1249029
Insulin Human Mixtard 50 Pen Inj,847211
Tubigrip Size E 1M,542304
Hypurin Porcine Isophane Inj 100 Units Ml,311052
Hypurin Porcine 30 70 Mix 100Units Ml Suspension For Injection 1.5Ml Cartridges C P Pharmaceuticals Ltd,977842
Activa Class I Unisex Ribbed Sock Standard Stock Size Ext...,1591916
Urispas 100Mg Tablet Shire Pharmaceuticals Ltd,388311
Conveen Optim Shor Incontinenc Sheat 30Mm Coloplast 22130,852225
Kalten Capsules M & A Pharmachem Ltd,6837
Fragmin 12 500Units 0.5Ml Solution For Injection Pre-Fill...,978741
Hexopal 500Mg Tablets Thornton & Ross Ltd,798444
Tinaderm M Cre,864159
Audavate Rd 0.025% Cream Auden Mckenzie Pharma Division...,669348
Nicorette Transdermal Patches 5 Mg 16 Hrs,203808
Macrogol Compound Oral Powder Sachets Sugar Free De Phar...,824586
Adcortyl In Orabase Paste,1182888
Pentasa Sr Tab 250Mg,563522
Bd Micro-Fin Plu Singl Use Ins Syr+12M Need29 0.3Ml Becton,1102139
Generic Dioralyte Oral Powder Sachets,250820
Asacol Foam Enema Liq,196496
Oral-B Anti-Plaque Alcohol-Free 0.05% Mouth Rinse Oral-B...,1599135
Regelle Vaginal Moisturiser Kora Healthcare,1049648
Urea Cream 10%,106199
Depo-Medrone 120Mg 3Ml Suspension For Injection Vials Pf...,1000158
Metosyn 0.05% Ointment 100G,1300889
Piko-1 Standard Range Pk Fl Mtr Nspire 346005-Eu,215502
Ergoral 5 000Unit Tablets Cubic Pharmaceuticals Ltd,404965
Colestid Gra,151533
Becodisks Disc 200Micrograms Blister S + Inh,240559
Betnesol -N Eye Ointment,1311545
Foley All Silicone Catheter Female 16Ch 366516 10Ml Balloon Coloplast Ltd,470149
Lofric H2O Male Nelaton 12 Ch Astra Tech 9901200,11295
Telfast 120 Film Coated Tab 120Mg,324026
Terra-Cortril Ointment,1607969
Titralac Tab,220327
Voltarol Retard Tablets 100Mg,855659
Hbvaxpro Vaccine 40Micrograms Ml,2588240
Lofric Catheter Female Non Pvc 14Ch 4031425 20Cm Wellspect Healthcare,1041498
Depo-Provera Injection 150 Mg Ml Vial - Deleted 11 96,202886
Mepore Film Vap Perm Adh Flm Drs 10Cm X 12Cm Molnlycke,2269679
Depo-Medrone 120Mg 3Ml Suspension For Injection Vials Pfizer Ltd,1000158
Speedicath Complete Catheter Male 12Ch 28462 Coloplast Ltd,284831
Occlusal Sol 26%,197877
Genticin Ear Drops Roche Products Ltd,1549404
Granuflex Bordered S,863965
Trifyba Sugar Free Sachets 3.5G,2058501
Acti-Fast Red Line Stockinette 3.5Cm X 1M Activa,1293634
Opilon 40Mg Tablet Concord Pharmaceuticals Ltd,901191
Softclix Xl Type C Lancet-Sterile Single Use 0.8Mm 21Gauge,1305738
Canesten Af Dual Action 1% Cream Bayer Plc,867494
Virgan 0.15% Eye Gel Thea Pharmaceuticals Ltd,864650
Allevyn Adhesive 7.5 Cm X 7.5 Cm,1543069
Torem Tabs 5Mg,313428
Dioralyte Tabs Effervescent Plain Tab,217815
Septrin Forte 960Mg Tabs,202844
Activ Leg Ulce Hosier Kit 40Mmh Stk Com Line Medium Activa,892610
Ellaone 30Mg Tablets Hra Pharma Uk Ltd,312935
Depo-Provera Injection 150 Mg Ml,202886
Activa Circular Knit Closed Toe Unisex Ribbed Sock Medium Activa Healthcare Ltd,1307051
Pentasa M R Tablets 500 Mg,563524
Zoton Capsules Gastro-Resistant 15 Mg,311723
Aerochamber Plus Spac Hold Chamb Dev 3M Type 3,763100
Ventolin Nebules 5 Mg 2.5 Ml Unit Dose,8887
Mepore Ultra Vap-Perm Adh Flm+Abs 9Cm X 10Cm Molnlycke,860055
Ethinyloestrad.50Mcg Tab,197680
Co-Dydramol Tablets 10Mg+500Mg -,2037
Zovirax Shingles 7 D Tab 800,213706
Keral Film Coated Tablet 25Mg,543367
Betadine Antiseptic Paint Liq 10%,211108
Nonoxinol |9| Pes 5%,1421627
Tredaptive 1000Mg 20Mg Modified-Release Tablets Merck Sharp & Dohme Ltd,1292422
Bioplex Mouthwash S 2,863965
Rite-Diet Lp Gf Flour Mix Shs,2048034
Indomax-25 Cap 25Mg,405139
Nalcrom 100Mg Capsules Sanofi,203441
Ethinyloesradiol 30Mcg Gestodene 75Mcg Tab,246640
Coal Tar Crm 10%,2635
Mini-Wright Standard Range Peak Flow Meter 3103388,215502
Asmasal Clickhaler Breath Act Pwdr Inh 95Micrograms,1654910
Simpla S1 Stndrd Sz Cnnctr Ndb 2 Coloplast 311102,2612536
Coloplast Uro 2 Pce Minicap 40Mm Coloplast 2807,94474
Amoxycillin Syr 250Mg 5Ml,239191
Fluvirin Pre-Filled Syringe Vac 10.5Ml,1547580
Ditropan Tab 5,151651
Nerisone Forte Ointment 0.3%,1663747
Absorbent Perforated Plastic Film Fac Dress 10Cm X 20Cm,2269679
Aquaf Brill All Sil Fem Fol 12Ch-10Ml Ball Rusch Da210112,1607001
Laxoberal 5Mg 5Ml Oral Solution Boehringer Ingelheim Ltd,581662
Beclazone 100 Easi-B Inh 100,226084
Ledermycin Cap 150Mg,203661
Champix Treatment Initiation Pack Tablets 11 X 500 Microgram,250387
Min-I-Jet Adrenaline 1Mg Ml Injection Celltech Pharma Europe Ltd,1728800
Ortho Dienoestrol Vaginal Crm 0.01 %W W,351068
Epaxal Vaccine Emulsion For Injection 0.5Ml Pre-Filled Syrin,2106334
Spacer Holding Chamber Device Type 3 145Ml Cylindrical,763100
Aquaf Sympa Hyd Coa Fem Fol 14Ch-10Ml Ball Rusch Dh210114,1607001
Flexicare Leg 500 Flex Med 00-2502,2001493
Bioca Hydrog Coat Fem Fol Pre-F 12Ch-10Ml Ball Bard D2268,1607001
Fisio Chamber Vision Mediplus Ltd,1098581
Cica-Care Silicone Gel Sheet 15Cm X 12Cm S & N,1422
Pradaxa 75Mg Capsules Boehringer Ingelheim Ltd,1037181
Gyno-Pevaryl 1 Cp Pack,1998
Maxalt Tablets 5 Mg,213321
Eurax Lot 10%,207894
Kenalog Intra-Articular Intramuscular 40Mg 1Ml Suspension,1085756
Senokot Gra 15Mg,202961
Varidase Pwdr,151651
Sudocrem Cream 60G,2056459
Mediven Harmony Class 1 15-21Mmhg Armsleeve Lymphoedema...,1591916
